scale,window_mode,interval_lo,interval_hi,p,w,q,gap_size,winner_offset,q_offset,winner_d,S_plus_w,square_threat_distance,margin,closure_utilization,log_score_w
1000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
1000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
1000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
1000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
1000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
1000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
1000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
1000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
1000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
10000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
10000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
10000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
10000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
10000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
10000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
10000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
10000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
10000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
100000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
100000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
100000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
100000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
100000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
100000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
100000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
100000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
100000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
1000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
1000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
1000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
1000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
1000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
1000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
1000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
1000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
1000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
10000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
10000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
10000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
10000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
10000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
10000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
10000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
10000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
10000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
100000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
100000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
100000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
100000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
100000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
100000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
100000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
100000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
100000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
1000000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
1000000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
1000000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
1000000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
1000000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
1000000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
1000000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
1000000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
1000000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
10000000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
10000000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
10000000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
10000000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
10000000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
10000000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
10000000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
10000000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
10000000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
100000000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
100000000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
100000000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
100000000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
100000000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
100000000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
100000000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
100000000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
100000000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
1000000000000000000,even,2,2000002,7907,7909,7919,12,2,12,4,7921,12,2,0.8333333333333334,-8.975756630519417
1000000000000000000,even,2,2000002,16111,16117,16127,16,6,16,4,16129,12,2,0.8333333333333334,-9.687629894522718
1000000000000000000,even,2,2000002,44507,44509,44519,12,2,12,4,44521,12,2,0.8333333333333334,-10.703446694896137
1000000000000000000,even,2,2000002,49711,49717,49727,16,6,16,4,49729,12,2,0.8333333333333334,-10.814102205912047
1000000000000000000,even,2,2000002,552031,552037,552047,16,6,16,4,552049,12,2,0.8333333333333334,-13.221370351998397
1000000000000000000,even,2,2000002,563987,563989,563999,12,2,12,4,564001,12,2,0.8333333333333334,-13.2427900267439
1000000000000000000,even,2,2000002,573031,573037,573047,16,6,16,4,573049,12,2,0.8333333333333334,-13.258705566037996
1000000000000000000,even,2,2000002,657707,657709,657719,12,2,12,4,657721,12,2,0.8333333333333334,-13.396517863246295
1000000000000000000,even,2,2000002,1190263,1190269,1190279,16,6,16,4,1190281,12,2,0.8333333333333334,-13.989689889962333
1000000,exact,2,1000001,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
100000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
1000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
10000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
100000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
1000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
10000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
100000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
1000000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
10000000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
100000000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
1000000000000000000,even,2,2000002,113557,113558,113567,10,1,10,4,113569,11,2,0.8181818181818182,-11.640068998596664
1000000,exact,2,1000001,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
1000000,exact,2,1000001,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
1000000,exact,2,1000001,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
100000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
100000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
100000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
100000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
100000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
1000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
1000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
1000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
1000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
1000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
10000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
10000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
10000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
10000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
10000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
100000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
100000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
100000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
100000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
100000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
1000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
1000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
1000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
1000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
1000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
10000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
10000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
10000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
10000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
10000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
100000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
100000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
100000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
100000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
100000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
1000000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
1000000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
1000000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
1000000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
1000000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
10000000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
10000000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
10000000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
10000000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
10000000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
100000000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
100000000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
100000000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
100000000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
100000000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
1000000000000000000,even,2,2000002,829,831,839,10,2,10,4,841,10,2,0.8,-6.7226297948554485
1000000000000000000,even,2,2000002,3709,3711,3719,10,2,10,4,3721,10,2,0.8,-8.219056661060598
1000000000000000000,even,2,2000002,57107,57111,57119,12,4,12,4,57121,10,2,0.8,-10.952752021573898
1000000000000000000,even,2,2000002,1104589,1104591,1104599,10,2,10,4,1104601,10,2,0.8,-13.91498568867024
1000000000000000000,even,2,2000002,1515347,1515351,1515359,12,4,12,4,1515361,10,2,0.8,-14.231157653259523
1000000,exact,2,1000001,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
1000000,exact,2,1000001,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
100000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
100000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
100000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
1000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
1000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
1000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
10000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
10000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
10000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
100000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
100000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
100000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
1000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
1000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
1000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
10000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
10000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
10000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
100000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
100000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
100000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
1000000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
1000000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
1000000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
10000000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
10000000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
10000000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
100000000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
100000000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
100000000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
1000000000000000000,even,2,2000002,241069,241073,241079,10,4,10,4,241081,8,2,0.75,-12.392855071170782
1000000000000000000,even,2,2000002,528511,528521,528527,16,10,16,4,528529,8,2,0.75,-13.177837818602349
1000000000000000000,even,2,2000002,1329397,1329401,1329407,10,4,10,4,1329409,8,2,0.75,-14.100239022808381
1000000,exact,2,1000001,353,355,359,6,2,6,4,361,6,2,0.6666666666666666,-5.872117789475416
1000000,exact,2,1000001,1361,1363,1367,6,2,6,4,1369,6,2,0.6666666666666666,-7.217443431696533
1000000,exact,2,1000001,10601,10603,10607,6,2,6,4,10609,6,2,0.6666666666666666,-9.268892258925797
1000000,exact,2,1000001,19309,19315,19319,10,6,10,4,19321,6,2,0.6666666666666666,-9.868637275100381
1000000,exact,2,1000001,29921,29923,29927,6,2,6,4,29929,6,2,0.6666666666666666,-10.306382694441655
1000000,exact,2,1000001,54277,54283,54287,10,6,10,4,54289,6,2,0.6666666666666666,-10.901966381397214
1000000,exact,2,1000001,66041,66043,66047,6,2,6,4,66049,6,2,0.6666666666666666,-11.09806132401622
1000000,exact,2,1000001,97961,97963,97967,6,2,6,4,97969,6,2,0.6666666666666666,-11.49234513534197
1000000,exact,2,1000001,273521,273523,273527,6,2,6,4,273529,6,2,0.6666666666666666,-12.519140992372366
1000000,exact,2,1000001,426401,426403,426407,6,2,6,4,426409,6,2,0.6666666666666666,-12.963140187456302
1000000,exact,2,1000001,516949,516955,516959,10,6,10,4,516961,6,2,0.6666666666666666,-13.155711109083356
1000000,exact,2,1000001,579113,579115,579119,6,2,6,4,579121,6,2,0.6666666666666666,-13.269256355140554
1000000,exact,2,1000001,744761,744763,744767,6,2,6,4,744769,6,2,0.6666666666666666,-13.52082132594517
