surface_group,previous_state,previous_family,root_load_band,count,next_triad_share
baseline_1e6,o2_even_semiprime|d<=4,even_semiprime,1to3,465,0.610752688172043
baseline_1e6,o2_even_semiprime|d<=4,even_semiprime,3to10,296,0.5641891891891891
baseline_1e6,o2_even_semiprime|d<=4,even_semiprime,ge10,125,0.56
baseline_1e6,o2_even_semiprime|d<=4,even_semiprime,lt1,655,0.5755725190839694
baseline_1e6,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,1to3,1277,0.572435395458105
baseline_1e6,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,3to10,742,0.5835579514824798
baseline_1e6,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,ge10,360,0.5416666666666666
baseline_1e6,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,lt1,1456,0.5714285714285714
baseline_1e6,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,694,0.5922190201729106
baseline_1e6,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,406,0.5714285714285714
baseline_1e6,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,202,0.5841584158415841
baseline_1e6,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,832,0.5997596153846154
baseline_1e6,o2_higher_divisor_even|d>64,higher_divisor_even,1to3,285,0.5578947368421052
baseline_1e6,o2_higher_divisor_even|d>64,higher_divisor_even,3to10,152,0.6052631578947368
baseline_1e6,o2_higher_divisor_even|d>64,higher_divisor_even,ge10,68,0.7058823529411765
baseline_1e6,o2_higher_divisor_even|d>64,higher_divisor_even,lt1,283,0.5830388692579506
baseline_1e6,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,290,0.5206896551724138
baseline_1e6,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,157,0.6242038216560509
baseline_1e6,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,88,0.5113636363636364
baseline_1e6,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,391,0.5728900255754475
baseline_1e6,o2_odd_semiprime|d<=4,odd_semiprime,1to3,4081,0.581230090664053
baseline_1e6,o2_odd_semiprime|d<=4,odd_semiprime,3to10,2452,0.5664763458401305
baseline_1e6,o2_odd_semiprime|d<=4,odd_semiprime,ge10,1140,0.5578947368421052
baseline_1e6,o2_odd_semiprime|d<=4,odd_semiprime,lt1,5174,0.5742172400463857
baseline_1e6,o2_prime_cube|d<=4,prime_cube,1to3,1,0.0
baseline_1e6,o2_prime_cube|d<=4,prime_cube,ge10,2,0.5
baseline_1e6,o2_prime_square|d<=4,prime_square,1to3,19,0.6842105263157895
baseline_1e6,o2_prime_square|d<=4,prime_square,3to10,3,0.6666666666666666
baseline_1e6,o2_prime_square|d<=4,prime_square,lt1,29,0.3793103448275862
baseline_1e6,o4_even_semiprime|d<=4,even_semiprime,1to3,1443,0.5821205821205822
baseline_1e6,o4_even_semiprime|d<=4,even_semiprime,3to10,848,0.5707547169811321
baseline_1e6,o4_even_semiprime|d<=4,even_semiprime,ge10,390,0.558974358974359
baseline_1e6,o4_even_semiprime|d<=4,even_semiprime,lt1,1814,0.6102535832414554
baseline_1e6,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,1to3,2,0.5
baseline_1e6,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,3to10,5,0.6
baseline_1e6,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,ge10,2,0.5
baseline_1e6,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,lt1,8,0.625
baseline_1e6,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,1041,0.5581171950048031
baseline_1e6,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,658,0.513677811550152
baseline_1e6,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,297,0.5555555555555556
baseline_1e6,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,1176,0.6360544217687075
baseline_1e6,o4_higher_divisor_odd|17<=d<=64,higher_divisor_odd,1to3,5,0.6
baseline_1e6,o4_higher_divisor_odd|17<=d<=64,higher_divisor_odd,3to10,2,1.0
baseline_1e6,o4_higher_divisor_odd|17<=d<=64,higher_divisor_odd,lt1,5,0.8
baseline_1e6,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,637,0.6075353218210361
baseline_1e6,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,428,0.5677570093457944
baseline_1e6,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,194,0.5618556701030928
baseline_1e6,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,824,0.6019417475728155
baseline_1e6,o4_odd_semiprime|d<=4,odd_semiprime,1to3,3860,0.5606217616580311
baseline_1e6,o4_odd_semiprime|d<=4,odd_semiprime,3to10,2250,0.5666666666666667
baseline_1e6,o4_odd_semiprime|d<=4,odd_semiprime,ge10,1084,0.5396678966789668
baseline_1e6,o4_odd_semiprime|d<=4,odd_semiprime,lt1,4706,0.5818104547386316
baseline_1e6,o4_prime_cube|d<=4,prime_cube,1to3,1,1.0
baseline_1e6,o4_prime_cube|d<=4,prime_cube,3to10,1,0.0
baseline_1e6,o4_prime_cube|d<=4,prime_cube,lt1,1,1.0
baseline_1e6,o4_prime_square|d<=4,prime_square,1to3,19,0.5789473684210527
baseline_1e6,o4_prime_square|d<=4,prime_square,3to10,2,1.0
baseline_1e6,o4_prime_square|d<=4,prime_square,lt1,28,0.5
baseline_1e6,o6_even_semiprime|d<=4,even_semiprime,1to3,1076,0.595724907063197
baseline_1e6,o6_even_semiprime|d<=4,even_semiprime,3to10,680,0.6588235294117647
baseline_1e6,o6_even_semiprime|d<=4,even_semiprime,ge10,324,0.6018518518518519
baseline_1e6,o6_even_semiprime|d<=4,even_semiprime,lt1,1531,0.5754408883082952
baseline_1e6,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,275,0.6218181818181818
baseline_1e6,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,164,0.5060975609756098
baseline_1e6,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,85,0.5176470588235295
baseline_1e6,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,445,0.5730337078651685
baseline_1e6,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,367,0.555858310626703
baseline_1e6,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,206,0.6213592233009708
baseline_1e6,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,104,0.5288461538461539
baseline_1e6,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,457,0.5273522975929978
baseline_1e6,o6_odd_semiprime|d<=4,odd_semiprime,1to3,2724,0.5730543318649045
baseline_1e6,o6_odd_semiprime|d<=4,odd_semiprime,3to10,1575,0.5688888888888889
baseline_1e6,o6_odd_semiprime|d<=4,odd_semiprime,ge10,785,0.5528662420382165
baseline_1e6,o6_odd_semiprime|d<=4,odd_semiprime,lt1,3631,0.5965298815753236
baseline_1e6,o6_prime_square|d<=4,prime_square,1to3,3,0.0
baseline_1e6,o6_prime_square|d<=4,prime_square,3to10,3,1.0
baseline_1e6,o6_prime_square|d<=4,prime_square,lt1,13,0.6923076923076923
sampled_windows_1e12_1e18,o2_even_semiprime|d<=4,even_semiprime,1to3,9,0.8888888888888888
sampled_windows_1e12_1e18,o2_even_semiprime|d<=4,even_semiprime,3to10,12,0.75
sampled_windows_1e12_1e18,o2_even_semiprime|d<=4,even_semiprime,ge10,8,0.625
sampled_windows_1e12_1e18,o2_even_semiprime|d<=4,even_semiprime,lt1,4,0.75
sampled_windows_1e12_1e18,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,1to3,5,0.8
sampled_windows_1e12_1e18,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,3to10,9,0.6666666666666666
sampled_windows_1e12_1e18,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,ge10,5,1.0
sampled_windows_1e12_1e18,o2_higher_divisor_even|17<=d<=64,higher_divisor_even,lt1,9,0.6666666666666666
sampled_windows_1e12_1e18,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,3,0.6666666666666666
sampled_windows_1e12_1e18,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,7,0.7142857142857143
sampled_windows_1e12_1e18,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,8,0.625
sampled_windows_1e12_1e18,o2_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,5,0.4
sampled_windows_1e12_1e18,o2_higher_divisor_even|d>64,higher_divisor_even,1to3,7,0.5714285714285714
sampled_windows_1e12_1e18,o2_higher_divisor_even|d>64,higher_divisor_even,3to10,8,0.75
sampled_windows_1e12_1e18,o2_higher_divisor_even|d>64,higher_divisor_even,ge10,9,0.5555555555555556
sampled_windows_1e12_1e18,o2_higher_divisor_even|d>64,higher_divisor_even,lt1,6,0.6666666666666666
sampled_windows_1e12_1e18,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,11,0.8181818181818182
sampled_windows_1e12_1e18,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,10,0.3
sampled_windows_1e12_1e18,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,15,0.6666666666666666
sampled_windows_1e12_1e18,o2_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,8,0.5
sampled_windows_1e12_1e18,o2_odd_semiprime|d<=4,odd_semiprime,1to3,105,0.7047619047619048
sampled_windows_1e12_1e18,o2_odd_semiprime|d<=4,odd_semiprime,3to10,93,0.6451612903225806
sampled_windows_1e12_1e18,o2_odd_semiprime|d<=4,odd_semiprime,ge10,77,0.7792207792207793
sampled_windows_1e12_1e18,o2_odd_semiprime|d<=4,odd_semiprime,lt1,84,0.6904761904761905
sampled_windows_1e12_1e18,o4_even_semiprime|d<=4,even_semiprime,1to3,20,0.45
sampled_windows_1e12_1e18,o4_even_semiprime|d<=4,even_semiprime,3to10,26,0.6153846153846154
sampled_windows_1e12_1e18,o4_even_semiprime|d<=4,even_semiprime,ge10,14,0.7142857142857143
sampled_windows_1e12_1e18,o4_even_semiprime|d<=4,even_semiprime,lt1,17,0.7647058823529411
sampled_windows_1e12_1e18,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,1to3,1,1.0
sampled_windows_1e12_1e18,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,3to10,1,0.0
sampled_windows_1e12_1e18,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,ge10,3,1.0
sampled_windows_1e12_1e18,o4_higher_divisor_even|17<=d<=64,higher_divisor_even,lt1,1,1.0
sampled_windows_1e12_1e18,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,12,0.6666666666666666
sampled_windows_1e12_1e18,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,10,0.5
sampled_windows_1e12_1e18,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,8,0.75
sampled_windows_1e12_1e18,o4_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,12,0.5833333333333334
sampled_windows_1e12_1e18,o4_higher_divisor_odd|17<=d<=64,higher_divisor_odd,3to10,1,0.0
sampled_windows_1e12_1e18,o4_higher_divisor_odd|17<=d<=64,higher_divisor_odd,ge10,2,1.0
sampled_windows_1e12_1e18,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,15,0.6
sampled_windows_1e12_1e18,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,19,0.42105263157894735
sampled_windows_1e12_1e18,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,14,0.5714285714285714
sampled_windows_1e12_1e18,o4_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,11,0.9090909090909091
sampled_windows_1e12_1e18,o4_odd_semiprime|d<=4,odd_semiprime,1to3,95,0.7157894736842105
sampled_windows_1e12_1e18,o4_odd_semiprime|d<=4,odd_semiprime,3to10,94,0.6170212765957447
sampled_windows_1e12_1e18,o4_odd_semiprime|d<=4,odd_semiprime,ge10,84,0.7023809523809523
sampled_windows_1e12_1e18,o4_odd_semiprime|d<=4,odd_semiprime,lt1,93,0.6774193548387096
sampled_windows_1e12_1e18,o6_even_semiprime|d<=4,even_semiprime,1to3,18,0.4444444444444444
sampled_windows_1e12_1e18,o6_even_semiprime|d<=4,even_semiprime,3to10,13,0.9230769230769231
sampled_windows_1e12_1e18,o6_even_semiprime|d<=4,even_semiprime,ge10,12,0.5833333333333334
sampled_windows_1e12_1e18,o6_even_semiprime|d<=4,even_semiprime,lt1,15,0.7333333333333333
sampled_windows_1e12_1e18,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,1to3,9,0.7777777777777778
sampled_windows_1e12_1e18,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,3to10,8,0.875
sampled_windows_1e12_1e18,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,ge10,5,1.0
sampled_windows_1e12_1e18,o6_higher_divisor_even|5<=d<=16,higher_divisor_even,lt1,2,1.0
sampled_windows_1e12_1e18,o6_higher_divisor_odd|17<=d<=64,higher_divisor_odd,lt1,1,0.0
sampled_windows_1e12_1e18,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,1to3,10,0.7
sampled_windows_1e12_1e18,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,3to10,6,0.8333333333333334
sampled_windows_1e12_1e18,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,ge10,5,0.6
sampled_windows_1e12_1e18,o6_higher_divisor_odd|5<=d<=16,higher_divisor_odd,lt1,8,1.0
sampled_windows_1e12_1e18,o6_odd_semiprime|d<=4,odd_semiprime,1to3,72,0.8055555555555556
sampled_windows_1e12_1e18,o6_odd_semiprime|d<=4,odd_semiprime,3to10,67,0.7014925373134329
sampled_windows_1e12_1e18,o6_odd_semiprime|d<=4,odd_semiprime,ge10,58,0.6206896551724138
sampled_windows_1e12_1e18,o6_odd_semiprime|d<=4,odd_semiprime,lt1,42,0.6190476190476191
