scale,anchor_p,seed_q0,true_q_for_audit_only,terminal_delta_from_seed_for_audit_only,terminal_visible_index_for_audit_only,seed_offset_from_anchor,candidate_bound,visible_divisor_bound,carrier_d_probe_only,p_mod_30,p_mod_210,p_mod_2310,seed_mod_30,seed_mod_210,seed_mod_2310,visible_open_count_after_seed,visible_delta_vector,visible_delta_prefix_2,visible_delta_prefix_3,visible_delta_prefix_4,visible_delta_prefix_8,visible_gap_prefix_3,visible_gap_prefix_4,visible_gap_prefix_8,open_square_delta_from_seed,open_square_visible_count_before,candidate_bound_contains_terminal
1000000000000000,999999999999989,1000000000000003,1000000000000037,34,3,14,128,10000,4,29,149,989,13,163,1003,6,18.30.34.66.88.114,18.30,18.30.34,18.30.34.66,18.30.34.66.88.114,12.4.32,12.4.32.22,12.4.32.22.26,25191726,6,True
1000000000000000,999999999999947,999999999999967,999999999999989,22,1,20,128,10000,4,17,107,947,7,127,967,6,22.36.54.66.70.102,22.36,22.36.54,22.36.54.66,22.36.54.66.70.102,14.18.12,14.18.12.4,14.18.12.4.32,25191762,6,True
1000000000000000,999999999999883,999999999999893,999999999999947,54,2,10,128,10000,4,13,43,883,23,53,893,5,14.54.74.96.110,14.54,14.54.74,14.54.74.96,14.54.74.96.110,40.20.22,40.20.22.14,40.20.22.14,25191836,5,True
1000000000000000,999999999999877,999999999999881,999999999999883,2,1,4,128,10000,4,7,37,877,11,41,881,7,2.12.26.66.86.108.122,2.12,2.12.26,2.12.26.66,2.12.26.66.86.108.122,10.14.40,10.14.40.20,10.14.40.20.22.14,25191848,7,True
1000000000000000,999999999999827,999999999999839,999999999999877,38,2,12,128,10000,4,17,197,827,29,209,839,7,14.38.42.44.54.68.108,14.38,14.38.42,14.38.42.44,14.38.42.44.54.68.108,24.4.2,24.4.2.10,24.4.2.10.14.40,25191890,7,True
1000000000000000,999999999999809,999999999999817,999999999999827,10,1,8,128,10000,4,29,179,809,7,187,817,8,10.22.36.60.64.66.76.90,10.22,10.22.36,10.22.36.60,10.22.36.60.64.66.76.90,12.14.24,12.14.24.4,12.14.24.4.2.10.14,25191912,8,True
1000000000000000,999999999999577,999999999999599,999999999999643,44,3,22,128,10000,4,7,157,577,29,179,599,6,18.20.44.60.78.102,18.20,18.20.44,18.20.44.60,18.20.44.60.78.102,2.24.16,2.24.16.18,2.24.16.18.24,25192130,6,True
1000000000000000,999999999999521,999999999999551,999999999999571,20,1,30,128,10000,4,11,101,521,11,131,551,6,20.26.48.66.68.92,20.26,20.26.48,20.26.48.66,20.26.48.66.68.92,6.22.18,6.22.18.2,6.22.18.2.24,25192178,6,True
1000000000000000,999999999999409,999999999999421,999999999999491,70,4,12,128,10000,4,19,199,409,1,1,421,5,10.18.28.70.100,10.18,10.18.28,10.18.28.70,10.18.28.70.100,8.10.42,8.10.42.30,8.10.42.30,25192308,5,True
1000000000000000,999999999999353,999999999999361,999999999999389,28,2,8,128,10000,4,23,143,353,1,151,361,7,6.28.48.60.70.78.88,6.28,6.28.48,6.28.48.60,6.28.48.60.70.78.88,22.20.12,22.20.12.10,22.20.12.10.8.10,25192368,7,True
1000000000000000,999999999999283,999999999999307,999999999999353,46,3,24,128,10000,8,13,73,283,7,97,307,7,4.24.46.54.60.82.102,4.24,4.24.46,4.24.46.54,4.24.46.54.60.82.102,20.22.8,20.22.8.6,20.22.8.6.22.20,25192422,7,True
1000000000000000,999999999999199,999999999999271,999999999999283,12,2,72,128,10000,4,19,199,199,1,61,271,4,6.12.36.40,6.12,6.12.36,6.12.36.40,6.12.36.40,6.24.4,6.24.4,6.24.4,25192458,4,True
1000000000000000,999999999999163,999999999999191,999999999999199,8,1,28,128,10000,4,13,163,163,11,191,191,4,8.80.86.92,8.80,8.80.86,8.80.86.92,8.80.86.92,72.6.6,72.6.6,72.6.6,25192538,4,True
1000000000000000,999999999999109,999999999999113,999999999999163,50,3,4,128,10000,4,19,109,109,23,113,113,5,14.36.50.78.86,14.36,14.36.50,14.36.50.78,14.36.50.78.86,22.14.28,22.14.28.8,22.14.28.8,25192616,5,True
1000000000000000,999999999999071,999999999999079,999999999999089,10,1,8,128,10000,4,11,71,71,19,79,79,9,10.24.30.34.48.70.84.112.120,10.24,10.24.30,10.24.30.34,10.24.30.34.48.70.84.112,14.6.4,14.6.4.14,14.6.4.14.22.14.28.8,25192650,9,True
1000000000000000,999999999998939,999999999998953,999999999999043,90,2,14,128,10000,4,29,149,2249,13,163,2263,2,48.90,48.90,48.90,48.90,48.90,42,42,42,25192776,2,True
1000000000000000,999999999998803,999999999998807,999999999998861,54,1,4,128,10000,4,13,13,2113,17,17,2117,2,54.122,54.122,54.122,54.122,54.122,68,68,68,25192922,2,True
1000000000000000,999999999998761,999999999998771,999999999998803,32,2,10,128,10000,4,1,181,2071,11,191,2081,4,2.32.36.90,2.32,2.32.36,2.32.36.90,2.32.36.90,30.4.54,30.4.54,30.4.54,25192958,4,True
1000000000000000,999999999998743,999999999998749,999999999998761,12,1,6,128,10000,4,13,163,2053,19,169,2059,6,12.22.24.54.58.112,12.22,12.22.24,12.22.24.54,12.22.24.54.58.112,10.2.30,10.2.30.4,10.2.30.4.54,25192980,6,True
1000000000000000,999999999998711,999999999998723,999999999998729,6,1,12,128,10000,8,11,131,2021,23,143,2033,8,6.20.26.38.48.50.80.84,6.20,6.20.26,6.20.26.38,6.20.26.38.48.50.80.84,14.6.12,14.6.12.10,14.6.12.10.2.30.4,25193006,8,True
1000000000000000,999999999998627,999999999998641,999999999998711,70,4,14,128,10000,4,17,47,1937,1,61,1951,8,12.42.48.70.82.88.102.108,12.42,12.42.48,12.42.48.70,12.42.48.70.82.88.102.108,30.6.22,30.6.22.12,30.6.22.12.6.14.6,25193088,8,True
1000000000000000,999999999998563,999999999998579,999999999998581,2,1,16,128,10000,4,13,193,1873,29,209,1889,9,2.20.30.42.48.62.74.104.110,2.20,2.20.30,2.20.30.42,2.20.30.42.48.62.74.104,18.10.12,18.10.12.6,18.10.12.6.14.12.30.6,25193150,9,True
1000000000000000,999999999998533,999999999998537,999999999998563,26,1,4,128,10000,4,13,163,1843,17,167,1847,9,26.42.44.62.72.84.90.104.116,26.42,26.42.44,26.42.44.62,26.42.44.62.72.84.90.104,16.2.18,16.2.18.10,16.2.18.10.12.6.14.12,25193192,9,True
1000000000000000,999999999998437,999999999998459,999999999998533,74,3,22,128,10000,4,7,67,1747,29,89,1769,5,38.62.74.78.104,38.62,38.62.74,38.62.74.78,38.62.74.78.104,24.12.4,24.12.4.26,24.12.4.26,25193270,5,True
1000000000000000,999999999998411,999999999998423,999999999998437,14,1,12,128,10000,8,11,41,1721,23,53,1733,6,14.36.74.98.110.114,14.36,14.36.74,14.36.74.98,14.36.74.98.110.114,22.38.24,22.38.24.12,22.38.24.12.4,25193306,6,True
1000000000000000,999999999998353,999999999998369,999999999998383,14,1,16,128,10000,4,13,193,1663,29,209,1679,5,14.42.54.68.90,14.42,14.42.54,14.42.54.68,14.42.54.68.90,28.12.14,28.12.14.22,28.12.14.22,25193360,5,True
1000000000000000,999999999998267,999999999998269,999999999998353,84,4,2,128,10000,4,17,107,1577,19,109,1579,6,4.22.78.84.100.114,4.22,4.22.78,4.22.78.84,4.22.78.84.100.114,18.56.6,18.56.6.16,18.56.6.16.14,25193460,6,True
1000000000000000,999999999998231,999999999998243,999999999998267,24,1,12,128,10000,4,11,71,1541,23,83,1553,6,24.26.30.48.104.110,24.26,24.26.30,24.26.30.48,24.26.30.48.104.110,2.4.18,2.4.18.56,2.4.18.56.6,25193486,6,True
1000000000000000,999999999998161,999999999998177,999999999998231,54,1,16,128,10000,4,1,1,1471,17,17,1487,5,54.66.90.92.96,54.66,54.66.90,54.66.90.92,54.66.90.92.96,12.24.2,12.24.2.4,12.24.2.4,25193552,5,True
1000000000000000,999999999998141,999999999998143,999999999998161,18,2,2,128,10000,4,11,191,1451,13,193,1453,7,4.18.34.88.100.124.126,4.18,4.18.34,4.18.34.88,4.18.34.88.100.124.126,14.16.54,14.16.54.12,14.16.54.12.24.2,25193586,7,True
1000000000000000,999999999998053,999999999998089,999999999998141,52,3,36,128,10000,4,13,103,1363,19,139,1399,7,18.48.52.54.58.72.88,18.48,18.48.52,18.48.52.54,18.48.52.54.58.72.88,30.4.2,30.4.2.4,30.4.2.4.14.16,25193640,7,True
1000000000000000,999999999998039,999999999998047,999999999998053,6,1,8,128,10000,4,29,89,1349,7,97,1357,8,6.42.60.90.94.96.100.114,6.42,6.42.60,6.42.60.90,6.42.60.90.94.96.100.114,36.18.30,36.18.30.4,36.18.30.4.2.4.14,25193682,8,True
1000000000000000,999999999998003,999999999998011,999999999998039,28,1,8,128,10000,4,23,53,1313,1,61,1321,5,28.36.42.78.96,28.36,28.36.42,28.36.42.78,28.36.42.78.96,8.6.36,8.6.36.18,8.6.36.18,25193718,5,True
1000000000000000,999999999997969,999999999997981,999999999997993,12,1,12,128,10000,4,19,19,1279,1,31,1291,7,12.22.30.58.66.72.108,12.22,12.22.30,12.22.30.58,12.22.30.58.66.72.108,10.8.28,10.8.28.8,10.8.28.8.6.36,25193748,7,True
1000000000000000,999999999997841,999999999997919,999999999997967,48,2,78,128,10000,4,11,101,1151,29,179,1229,3,42.48.50,42.48,42.48.50,42.48.50,42.48.50,6.2,6.2,6.2,25193810,3,True
1000000000000000,999999999997771,999999999997781,999999999997811,30,2,10,128,10000,4,1,31,1081,11,41,1091,4,2.30.56.60,2.30,2.30.56,2.30.56.60,2.30.56.60,28.26.4,28.26.4,28.26.4,25193948,4,True
1000000000000000,999999999997729,999999999997753,999999999997771,18,1,24,128,10000,4,19,199,1039,13,13,1063,6,18.28.30.58.84.88,18.28,18.28.30,18.28.30.58,18.28.30.58.84.88,10.2.28,10.2.28.26,10.2.28.26.4,25193976,6,True
1000000000000000,999999999997699,999999999997711,999999999997729,18,1,12,128,10000,4,19,169,1009,1,181,1021,6,18.42.60.70.72.100,18.42,18.42.60,18.42.60.70,18.42.60.70.72.100,24.18.10,24.18.10.2,24.18.10.2.28,25194018,6,True
1000000000000000,999999999997613,999999999997667,999999999997697,30,2,54,128,10000,4,23,83,923,17,137,977,5,12.30.32.44.62,12.30,12.30.32,12.30.32.44,12.30.32.44.62,18.2.12,18.2.12.18,18.2.12.18,25194062,5,True
1000000000000000,999999999997573,999999999997577,999999999997613,36,1,4,128,10000,4,13,43,883,17,47,887,5,36.90.102.120.122,36.90,36.90.102,36.90.102.120,36.90.102.120.122,54.12.18,54.12.18.2,54.12.18.2,25194152,5,True
1000000000000000,999999999997517,999999999997543,999999999997573,30,2,26,128,10000,4,17,197,827,13,13,853,4,10.30.34.70,10.30,10.30.34,10.30.34.70,10.30.34.70,20.4.36,20.4.36,20.4.36,25194186,4,True
1000000000000000,999999999997337,999999999997367,999999999997463,96,5,30,128,10000,4,17,17,647,17,47,677,5,14.24.36.74.96,14.24,14.24.36,14.24.36.74,14.24.36.74.96,10.12.38,10.12.38.22,10.12.38.22,25194362,5,True
1000000000000000,999999999997307,999999999997321,999999999997337,16,1,14,128,10000,4,17,197,617,1,1,631,5,16.46.60.70.82,16.46,16.46.60,16.46.60.70,16.46.60.70.82,30.14.10,30.14.10.12,30.14.10.12,25194408,5,True
1000000000000000,999999999997099,999999999997121,999999999997153,32,3,22,128,10000,4,19,199,409,11,11,431,6,6.12.32.48.50.60,6.12,6.12.32,6.12.32.48,6.12.32.48.50.60,6.20.16,6.20.16.2,6.20.16.2.10,25194608,6,True
1000000000000000,999999999997043,999999999997049,999999999997087,38,2,6,128,10000,4,23,143,353,29,149,359,9,20.38.50.72.78.84.104.120.122,20.38,20.38.50,20.38.50.72,20.38.50.72.78.84.104.120,18.12.22,18.12.22.6,18.12.22.6.6.20.16.2,25194680,9,True
1000000000000000,999999999997003,999999999997007,999999999997043,36,2,4,128,10000,4,13,103,313,17,107,317,8,14.36.42.62.80.92.114.120,14.36,14.36.42,14.36.42.62,14.36.42.62.80.92.114.120,22.6.20,22.6.20.18,22.6.20.18.12.22.6,25194722,8,True
1000000000000000,999999999996869,999999999996871,999999999996983,112,4,2,128,10000,8,29,179,179,1,181,181,4,16.52.70.112,16.52,16.52.70,16.52.70.112,16.52.70.112,36.18.42,36.18.42,36.18.42,25194858,4,True
1000000000000000,999999999996493,999999999996533,999999999996583,50,4,40,128,10000,4,13,13,2113,23,53,2153,6,6.18.30.50.68.74,6.18,6.18.30,6.18.30.50,6.18.30.50.68.74,12.12.20,12.12.20.18,12.12.20.18.6,25195196,6,True
1000000000000000,999999999996313,999999999996359,999999999996409,50,3,46,128,10000,4,13,43,1933,29,89,1979,5,20.38.50.60.62,20.38,20.38.50,20.38.50.60,20.38.50.60.62,18.12.10,18.12.10.2,18.12.10.2,25195370,5,True
1000000000000000,999999999996293,999999999996307,999999999996311,4,1,14,128,10000,8,23,23,1913,7,37,1927,8,4.6.52.72.90.102.112.114,4.6,4.6.52,4.6.52.72,4.6.52.72.90.102.112.114,2.46.20,2.46.20.18,2.46.20.18.12.10.2,25195422,8,True
1000000000000000,999999999996181,999999999996199,999999999996253,54,1,18,128,10000,4,1,121,1801,19,139,1819,3,54.94.108,54.94,54.94.108,54.94.108,54.94.108,40.14,40.14,40.14,25195530,3,True
1000000000000000,999999999996149,999999999996161,999999999996181,20,1,12,128,10000,4,29,89,1769,11,101,1781,3,20.38.92,20.38,20.38.92,20.38.92,20.38.92,18.54,18.54,18.54,25195568,3,True
1000000000000000,999999999996083,999999999996089,999999999996149,60,5,6,128,10000,4,23,23,1703,29,29,1709,8,2.32.50.54.60.72.92.110,2.32,2.32.50,2.32.50.54,2.32.50.54.60.72.92.110,30.18.4,30.18.4.6,30.18.4.6.12.20.18,25195640,8,True
1000000000000000,999999999995879,999999999995897,999999999995911,14,2,18,128,10000,4,29,29,1499,17,47,1517,5,6.14.20.80.110,6.14,6.14.20,6.14.20.80,6.14.20.80.110,8.6.60,8.6.60.30,8.6.60.30,25195832,5,True
1000000000000000,999999999995851,999999999995861,999999999995879,18,1,10,128,10000,4,1,1,1471,11,11,1481,6,18.36.42.50.56.116,18.36,18.36.42,18.36.42.50,18.36.42.50.56.116,18.6.8,18.6.8.6,18.6.8.6.60,25195868,6,True
1000000000000000,999999999995743,999999999995761,999999999995797,36,2,18,128,10000,4,13,103,1363,1,121,1381,5,30.36.46.90.100,30.36,30.36.46,30.36.46.90,30.36.46.90.100,6.10.44,6.10.44.10,6.10.44.10,25195968,5,True
1000000000000000,999999999995629,999999999995651,999999999995669,18,1,22,128,10000,4,19,199,1249,11,11,1271,4,18.42.72.92,18.42,18.42.72,18.42.72.92,18.42.72.92,24.30.20,24.30.20,24.30.20,25196078,4,True
1000000000000000,999999999995587,999999999995593,999999999995627,34,3,6,128,10000,4,7,157,1207,13,163,1213,7,6.24.34.36.58.76.100,6.24,6.24.34,6.24.34.36,6.24.34.36.58.76.100,18.10.2,18.10.2.22,18.10.2.22.18.24,25196136,7,True
1000000000000000,999999999995539,999999999995543,999999999995567,24,1,4,128,10000,8,19,109,1159,23,113,1163,9,24.26.44.50.56.74.84.86.108,24.26,24.26.44,24.26.44.50,24.26.44.50.56.74.84.86,2.18.6,2.18.6.6,2.18.6.6.18.10.2.22,25196186,9,True
1000000000000000,999999999995471,999999999995509,999999999995539,30,3,38,128,10000,4,11,41,1091,19,79,1129,9,22.28.30.34.58.60.78.84.90,22.28,22.28.30,22.28.30.34,22.28.30.34.58.60.78.84,6.2.4,6.2.4.24,6.2.4.24.2.18.6.6,25196220,9,True
1000000000000000,999999999995453,999999999995461,999999999995471,10,1,8,128,10000,4,23,23,1073,1,31,1081,8,10.48.70.76.78.82.106.108,10.48,10.48.70,10.48.70.76,10.48.70.76.78.82.106.108,38.22.6,38.22.6.2,38.22.6.2.4.24.2,25196268,8,True
1000000000000000,999999999995393,999999999995431,999999999995453,22,2,38,128,10000,4,23,173,1013,1,1,1051,5,12.22.30.40.78,12.22,12.22.30,12.22.30.40,12.22.30.40.78,10.8.10,10.8.10.38,10.8.10.38,25196298,5,True
1000000000000000,999999999995371,999999999995389,999999999995393,4,1,18,128,10000,4,1,151,991,19,169,1009,6,4.42.54.64.72.82,4.42,4.42.54,4.42.54.64,4.42.54.64.72.82,38.12.10,38.12.10.8,38.12.10.8.10,25196340,6,True
1000000000000000,999999999995357,999999999995369,999999999995371,2,1,12,128,10000,4,17,137,977,29,149,989,8,2.20.24.62.74.84.92.102,2.20,2.20.24,2.20.24.62,2.20.24.62.74.84.92.102,18.4.38,18.4.38.12,18.4.38.12.10.8.10,25196360,8,True
1000000000000000,999999999995327,999999999995329,999999999995357,28,1,2,128,10000,4,17,107,947,19,109,949,8,28.40.42.60.64.102.114.124,28.40,28.40.42,28.40.42.60,28.40.42.60.64.102.114.124,12.2.18,12.2.18.4,12.2.18.4.38.12.10,25196400,8,True
1000000000000000,999999999995273,999999999995281,999999999995327,46,3,8,128,10000,4,23,53,893,1,61,901,9,28.42.46.48.76.88.90.108.112,28.42,28.42.46,28.42.46.48,28.42.46.48.76.88.90.108,14.4.2,14.4.2.28,14.4.2.28.12.2.18.4,25196448,9,True
1000000000000000,999999999995179,999999999995197,999999999995273,76,3,18,128,10000,4,19,169,799,7,187,817,4,10.70.76.84,10.70,10.70.76,10.70.76.84,10.70.76.84,60.6.8,60.6.8,60.6.8,25196532,4,True
1000000000000000,999999999995089,999999999995123,999999999995179,56,2,34,128,10000,4,19,79,709,23,113,743,4,36.56.74.84,36.56,36.56.74,36.56.74.84,36.56.74.84,20.18.10,20.18.10,20.18.10,25196606,4,True
1000000000000000,999999999995021,999999999995047,999999999995069,22,2,26,128,10000,8,11,11,641,7,37,667,4,10.22.42.76,10.22,10.22.42,10.22.42.76,10.22.42.76,12.20.34,12.20.34,12.20.34,25196682,4,True
1000000000000000,999999999994991,999999999995011,999999999995021,10,1,20,128,10000,4,11,191,611,1,1,631,5,10.36.46.58.78,10.36,10.36.46,10.36.46.58,10.36.46.58.78,26.10.12,26.10.12.20,26.10.12.20,25196718,5,True
1000000000000000,999999999994901,999999999994913,999999999994991,78,4,12,128,10000,4,11,101,521,23,113,533,6,8.30.66.78.98.108,8.30,8.30.66,8.30.66.78,8.30.66.78.98.108,22.36.12,22.36.12.20,22.36.12.20.10,25196816,6,True
1000000000000000,999999999994829,999999999994841,999999999994873,32,2,12,128,10000,4,29,29,449,11,41,461,7,20.32.42.60.72.80.102,20.32,20.32.42,20.32.42.60,20.32.42.60.72.80.102,12.10.18,12.10.18.12,12.10.18.12.8.22,25196888,7,True
1000000000000000,999999999994813,999999999994823,999999999994829,6,1,10,128,10000,4,13,13,433,23,23,443,8,6.18.38.50.60.78.90.98,6.18,6.18.38,6.18.38.50,6.18.38.50.60.78.90.98,12.20.12,12.20.12.10,12.20.12.10.18.12.8,25196906,8,True
1000000000000000,999999999994733,999999999994739,999999999994789,50,3,6,128,10000,4,23,143,353,29,149,359,9,14.44.50.60.74.84.90.102.122,14.44,14.44.50,14.44.50.60,14.44.50.60.74.84.90.102,30.6.10,30.6.10.14,30.6.10.14.10.6.12.20,25196990,9,True
1000000000000000,999999999994687,999999999994711,999999999994727,16,1,24,128,10000,4,7,97,307,1,121,331,8,16.22.28.42.72.78.88.102,16.22,16.22.28,16.22.28.42,16.22.28.42.72.78.88.102,6.6.14,6.6.14.30,6.6.14.30.6.10.14,25197018,8,True
1000000000000000,999999999994601,999999999994621,999999999994627,6,1,20,128,10000,4,11,11,221,1,31,241,6,6.16.30.66.90.106,6.16,6.16.30,6.16.30.66,6.16.30.66.90.106,10.14.36,10.14.36.24,10.14.36.24.16,25197108,6,True
1000000000000000,999999999994511,999999999994519,999999999994537,18,1,8,128,10000,4,11,131,131,19,139,139,7,18.40.52.82.102.108.118,18.40,18.40.52,18.40.52.82,18.40.52.82.102.108.118,22.12.30,22.12.30.20,22.12.30.20.6.10,25197210,7,True
1000000000000000,999999999994477,999999999994507,999999999994511,4,1,30,128,10000,4,7,97,97,7,127,127,6,4.12.30.52.64.94,4.12,4.12.30,4.12.30.52,4.12.30.52.64.94,8.18.22,8.18.22.12,8.18.22.12.30,25197222,6,True
1000000000000000,999999999994451,999999999994453,999999999994477,24,3,2,128,10000,4,11,71,71,13,73,73,9,6.16.24.54.58.66.84.106.118,6.16,6.16.24,6.16.24.54,6.16.24.54.58.66.84.106,10.8.30,10.8.30.4,10.8.30.4.8.18.22.12,25197276,9,True
1000000000000000,999999999994417,999999999994439,999999999994451,12,1,22,128,10000,4,7,37,37,29,59,59,9,12.14.20.30.38.68.72.80.98,12.14,12.14.20,12.14.20.30,12.14.20.30.38.68.72.80,2.6.10,2.6.10.8,2.6.10.8.30.4.8.18,25197290,9,True
1000000000000000,999999999994379,999999999994381,999999999994417,36,4,2,128,10000,4,29,209,2309,1,1,1,11,12.22.28.36.58.70.72.78.88.96.126,12.22,12.22.28,12.22.28.36,12.22.28.36.58.70.72.78,10.6.8,10.6.8.22,10.6.8.22.12.2.6.10,25197348,11,True
1000000000000000,999999999994319,999999999994339,999999999994379,40,1,20,128,10000,4,29,149,2249,19,169,2269,7,40.42.54.64.70.78.100,40.42,40.42.54,40.42.54.64,40.42.54.64.70.78.100,2.12.10,2.12.10.6,2.12.10.6.8.22,25197390,7,True
1000000000000000,999999999994267,999999999994279,999999999994309,30,1,12,128,10000,4,7,97,2197,19,109,2209,6,30.40.60.100.102.114,30.40,30.40.60,30.40.60.100,30.40.60.100.102.114,10.20.40,10.20.40.2,10.20.40.2.12,25197450,6,True
1000000000000000,999999999994213,999999999994241,999999999994243,2,1,28,128,10000,4,13,43,2143,11,71,2171,6,2.26.38.68.78.98,2.26,2.26.38,2.26.38.68,2.26.38.68.78.98,24.12.30,24.12.30.10,24.12.30.10.20,25197488,6,True
1000000000000000,999999999994129,999999999994169,999999999994207,38,2,40,128,10000,4,19,169,2059,29,209,2099,5,20.38.44.72.74,20.38,20.38.44,20.38.44.72,20.38.44.72.74,18.6.28,18.6.28.2,18.6.28.2,25197560,5,True
1000000000000000,999999999994103,999999999994111,999999999994117,6,1,8,128,10000,4,23,143,2033,1,151,2041,6,6.18.58.78.96.102,6.18,6.18.58,6.18.58.78,6.18.58.78.96.102,12.40.20,12.40.20.18,12.40.20.18.6,25197618,6,True
1000000000000000,999999999994063,999999999994067,999999999994103,36,3,4,128,10000,4,13,103,1993,17,107,1997,8,14.24.36.44.50.62.102.122,14.24,14.24.36,14.24.36.44,14.24.36.44.50.62.102.122,10.12.8,10.12.8.6,10.12.8.6.12.40.20,25197662,8,True
1000000000000000,999999999993977,999999999993983,999999999994043,60,3,6,128,10000,4,17,17,1907,23,23,1913,9,44.48.60.66.80.84.98.108.120,44.48,44.48.60,44.48.60.66,44.48.60.66.80.84.98.108,4.12.6,4.12.6.14,4.12.6.14.4.14.10.12,25197746,9,True
1000000000000000,999999999993937,999999999993961,999999999993971,10,1,24,128,10000,4,7,187,1867,1,1,1891,8,10.16.22.66.70.82.88.102,10.16,10.16.22,10.16.22.66,10.16.22.66.70.82.88.102,6.6.44,6.6.44.4,6.6.44.4.12.6.14,25197768,8,True
1000000000000000,999999999993791,999999999993809,999999999993881,72,1,18,128,10000,4,11,41,1721,29,59,1739,3,72.78.80,72.78,72.78.80,72.78.80,72.78.80,6.2,6.2,6.2,25197920,3,True
1000000000000000,999999999993727,999999999993733,999999999993791,58,1,6,128,10000,4,7,187,1657,13,193,1663,2,58.76,58.76,58.76,58.76,58.76,18,18,18,25197996,2,True
1000000000000000,999999999993653,999999999993677,999999999993689,12,1,24,128,10000,4,23,113,1583,17,137,1607,4,12.36.50.56,12.36,12.36.50,12.36.50.56,12.36.50.56,24.14.6,24.14.6,24.14.6,25198052,4,True
1000000000000000,999999999993629,999999999993637,999999999993649,12,1,8,128,10000,4,29,89,1559,7,97,1567,7,12.16.40.52.76.90.96,12.16,12.16.40,12.16.40.52,12.16.40.52.76.90.96,4.24.12,4.24.12.24,4.24.12.24.14.6,25198092,7,True
1000000000000000,999999999993583,999999999993607,999999999993629,22,1,24,128,10000,4,13,43,1513,7,67,1537,6,22.30.42.46.70.82,22.30,22.30.42,22.30.42.46,22.30.42.46.70.82,8.12.4,8.12.4.24,8.12.4.24.12,25198122,6,True
1000000000000000,999999999993557,999999999993563,999999999993569,6,1,6,128,10000,4,17,17,1487,23,23,1493,8,6.20.44.66.74.86.90.114,6.20,6.20.44,6.20.44.66,6.20.44.66.74.86.90.114,14.24.22,14.24.22.8,14.24.22.8.12.4.24,25198166,8,True
1000000000000000,999999999993497,999999999993539,999999999993557,18,1,42,128,10000,4,17,167,1427,29,209,1469,5,18.24.30.44.68,18.24,18.24.30,18.24.30.44,18.24.30.44.68,6.6.14,6.6.14.24,6.6.14.24,25198190,5,True
1000000000000000,999999999993473,999999999993479,999999999993497,18,2,6,128,10000,4,23,143,1403,29,149,1409,7,14.18.60.78.84.90.104,14.18,14.18.60,14.18.60.78,14.18.60.78.84.90.104,4.42.18,4.42.18.6,4.42.18.6.6.14,25198250,7,True
1000000000000000,999999999993389,999999999993433,999999999993473,40,2,44,128,10000,8,29,59,1319,13,103,1363,5,36.40.46.60.64,36.40,36.40.46,36.40.46.60,36.40.46.60.64,4.6.14,4.6.14.4,4.6.14.4,25198296,5,True
1000000000000000,999999999993331,999999999993349,999999999993377,28,1,18,128,10000,4,1,1,1261,19,19,1279,3,28.40.84,28.40,28.40.84,28.40.84,28.40.84,12.44,12.44,12.44,25198380,3,True
