scale,anchor_p,seed_q0,true_q_for_audit_only,terminal_delta_from_seed_for_audit_only,terminal_visible_index_for_audit_only,seed_offset_from_anchor,candidate_bound,visible_divisor_bound,carrier_d_probe_only,p_mod_30,p_mod_210,p_mod_2310,seed_mod_30,seed_mod_210,seed_mod_2310,visible_open_count_after_seed,visible_delta_vector,visible_delta_prefix_2,visible_delta_prefix_3,visible_delta_prefix_4,visible_delta_prefix_8,visible_gap_prefix_3,visible_gap_prefix_4,visible_gap_prefix_8,open_square_delta_from_seed,open_square_visible_count_before,candidate_bound_contains_terminal
1000000000000000,999999999993227,999999999993229,999999999993331,102,7,2,128,10000,4,17,107,1157,19,109,1159,8,22.28.34.48.70.100.102.120,22.28,22.28.34,22.28.34.48,22.28.34.48.70.100.102.120,6.6.14,6.6.14.22,6.6.14.22.30.2.18,25198500,8,True
1000000000000000,999999999993217,999999999993221,999999999993227,6,2,4,128,10000,4,7,97,1147,11,101,1151,10,2.6.8.30.36.42.56.78.108.110,2.6,2.6.8,2.6.8.30,2.6.8.30.36.42.56.78,4.2.22,4.2.22.6,4.2.22.6.6.14.22.30,25198508,10,True
1000000000000000,999999999993131,999999999993139,999999999993143,4,1,8,128,10000,4,11,11,1061,19,19,1069,12,4.12.18.34.60.78.82.84.88.90.112.118,4.12,4.12.18,4.12.18.34,4.12.18.34.60.78.82.84,8.6.16,8.6.16.26,8.6.16.26.18.4.2.4,25198590,12,True
1000000000000000,999999999993109,999999999993121,999999999993131,10,1,12,128,10000,4,19,199,1039,1,1,1051,12,10.18.22.30.36.52.78.96.100.102.106.108,10.18,10.18.22,10.18.22.30,10.18.22.30.36.52.78.96,8.4.8,8.4.8.6,8.4.8.6.16.26.18.4,25198608,12,True
1000000000000000,999999999993097,999999999993101,999999999993109,8,2,4,128,10000,4,7,187,1027,11,191,1031,13,6.8.20.30.38.42.50.56.72.98.116.120.122,6.8,6.8.20,6.8.20.30,6.8.20.30.38.42.50.56,2.12.10,2.12.10.8,2.12.10.8.4.8.6.16,25198628,13,True
1000000000000000,999999999993089,999999999993091,999999999993097,6,1,2,128,10000,4,29,179,1019,1,181,1021,13,6.10.16.18.30.40.48.52.60.66.82.108.126,6.10,6.10.16,6.10.16.18,6.10.16.18.30.40.48.52,4.6.2,4.6.2.12,4.6.2.12.10.8.4.8,25198638,13,True
1000000000000000,999999999993067,999999999993073,999999999993089,16,1,6,128,10000,4,7,157,997,13,163,1003,13,16.18.24.28.34.36.48.58.66.70.78.84.100,16.18,16.18.24,16.18.24.28,16.18.24.28.34.36.48.58,2.6.4,2.6.4.6,2.6.4.6.2.12.10.8,25198656,13,True
1000000000000000,999999999992999,999999999993011,999999999993067,56,4,12,128,10000,4,29,89,929,11,101,941,12,6.20.36.56.62.78.80.86.90.96.98.110,6.20,6.20.36,6.20.36.56,6.20.36.56.62.78.80.86,14.16.20,14.16.20.6,14.16.20.6.16.2.6.4,25198718,12,True
1000000000000000,999999999992921,999999999992951,999999999992999,48,1,30,128,10000,4,11,11,851,11,41,881,5,48.60.66.80.96,48.60,48.60.66,48.60.66.80,48.60.66.80.96,12.6.14,12.6.14.16,12.6.14.16,25198778,5,True
1000000000000000,999999999992659,999999999992663,999999999992687,24,1,4,128,10000,4,19,169,589,23,173,593,7,24.36.74.80.96.98.116,24.36,24.36.74,24.36.74.80,24.36.74.80.96.98.116,12.38.6,12.38.6.16,12.38.6.16.2.18,25199066,7,True
1000000000000000,999999999992401,999999999992407,999999999992429,22,1,6,128,10000,4,1,121,331,7,127,337,6,22.46.60.96.100.112,22.46,22.46.60,22.46.60.96,22.46.60.96.100.112,24.14.36,24.14.36.4,24.14.36.4.12,25199322,6,True
1000000000000000,999999999992339,999999999992351,999999999992353,2,1,12,128,10000,4,29,59,269,11,71,281,8,2.12.30.50.56.78.102.116,2.12,2.12.30,2.12.30.50,2.12.30.50.56.78.102.116,10.18.20,10.18.20.6,10.18.20.6.22.24.14,25199378,8,True
1000000000000000,999999999992281,999999999992327,999999999992339,12,2,46,128,10000,4,1,1,211,17,47,257,8,6.12.24.26.36.54.74.80,6.12,6.12.24,6.12.24.26,6.12.24.26.36.54.74.80,6.12.2,6.12.2.10,6.12.2.10.18.20.6,25199402,8,True
1000000000000000,999999999992143,999999999992177,999999999992197,20,1,34,128,10000,4,13,73,73,17,107,107,3,20.86.92,20.86,20.86.92,20.86.92,20.86.92,66.6,66.6,66.6,25199552,3,True
1000000000000000,999999999992057,999999999992113,999999999992143,30,1,56,128,10000,4,17,197,2297,13,43,43,2,30.64,30.64,30.64,30.64,30.64,34,34,34,25199616,2,True
1000000000000000,999999999991973,999999999992023,999999999992041,18,2,50,128,10000,4,23,113,2213,13,163,2263,4,4.18.28.34,4.18,4.18.28,4.18.28.34,4.18.28.34,14.10.6,14.10.6,14.10.6,25199706,4,True
1000000000000000,999999999991871,999999999991873,999999999991961,88,2,2,128,10000,4,11,11,2111,13,13,2113,4,34.88.96.100,34.88,34.88.96,34.88.96.100,34.88.96.100,54.8.4,54.8.4,54.8.4,25199856,4,True
1000000000000000,999999999991823,999999999991831,999999999991847,16,2,8,128,10000,4,23,173,2063,1,181,2071,5,12.16.40.42.76,12.16,12.16.40,12.16.40.42,12.16.40.42.76,4.24.2,4.24.2.34,4.24.2.34,25199898,5,True
1000000000000000,999999999991793,999999999991813,999999999991823,10,1,20,128,10000,8,23,143,2033,13,163,2053,7,10.18.30.34.58.60.94,10.18,10.18.30,10.18.30.34,10.18.30.34.58.60.94,8.12.4,8.12.4.24,8.12.4.24.2.34,25199916,7,True
1000000000000000,999999999991697,999999999991703,999999999991721,18,1,6,128,10000,4,17,47,1937,23,53,1943,5,18.36.90.110.120,18.36,18.36.90,18.36.90.110,18.36.90.110.120,18.54.20,18.54.20.10,18.54.20.10,25200026,5,True
1000000000000000,999999999991621,999999999991673,999999999991679,6,1,52,128,10000,8,1,181,1861,23,23,1913,6,6.20.24.30.48.66,6.20,6.20.24,6.20.24.30,6.20.24.30.48.66,14.4.6,14.4.6.18,14.4.6.18.18,25200056,6,True
1000000000000000,999999999991523,999999999991549,999999999991621,72,2,26,128,10000,4,23,83,1763,19,109,1789,2,42.72,42.72,42.72,42.72,42.72,30,30,30,25200180,2,True
1000000000000000,999999999991451,999999999991459,999999999991483,24,2,8,128,10000,8,11,11,1691,19,19,1699,6,10.24.42.60.64.90,10.24,10.24.42,10.24.42.60,10.24.42.60.64.90,14.18.18,14.18.18.4,14.18.18.4.26,25200270,6,True
1000000000000000,999999999991411,999999999991429,999999999991441,12,1,18,128,10000,4,1,181,1651,19,199,1669,8,12.22.30.40.54.72.90.94,12.22,12.22.30,12.22.30.40,12.22.30.40.54.72.90.94,10.8.10,10.8.10.14,10.8.10.14.18.18.4,25200300,8,True
1000000000000000,999999999991189,999999999991217,999999999991243,26,4,28,128,10000,4,19,169,1429,17,197,1457,8,2.14.24.26.30.36.42.80,2.14,2.14.24,2.14.24.26,2.14.24.26.30.36.42.80,12.10.2,12.10.2.4,12.10.2.4.6.6.38,25200512,8,True
1000000000000000,999999999991127,999999999991151,999999999991189,38,1,24,128,10000,4,17,107,1367,11,131,1391,8,38.66.68.80.90.92.96.102,38.66,38.66.68,38.66.68.80,38.66.68.80.90.92.96.102,28.2.12,28.2.12.10,28.2.12.10.2.4.6,25200578,8,True
1000000000000000,999999999991099,999999999991103,999999999991127,24,3,4,128,10000,4,19,79,1339,23,83,1343,7,18.20.24.48.86.114.116,18.20,18.20.24,18.20.24.48,18.20.24.48.86.114.116,2.4.24,2.4.24.38,2.4.24.38.28.2,25200626,7,True
1000000000000000,999999999991067,999999999991079,999999999991099,20,2,12,128,10000,4,17,47,1307,29,59,1319,8,8.20.24.42.44.48.72.110,8.20,8.20.24,8.20.24.42,8.20.24.42.44.48.72.110,12.4.18,12.4.18.2,12.4.18.2.4.24.38,25200650,8,True
1000000000000000,999999999991019,999999999991033,999999999991051,18,1,14,128,10000,4,29,209,1259,13,13,1273,9,18.34.46.54.66.70.88.90.94,18.34,18.34.46,18.34.46.54,18.34.46.54.66.70.88.90,16.12.8,16.12.8.12,16.12.8.12.4.18.2.4,25200696,9,True
1000000000000000,999999999990977,999999999990989,999999999991019,30,1,12,128,10000,4,17,167,1217,29,179,1229,8,30.44.62.78.90.98.110.114,30.44,30.44.62,30.44.62.78,30.44.62.78.90.98.110.114,14.18.16,14.18.16.12,14.18.16.12.8.12.4,25200740,8,True
1000000000000000,999999999990913,999999999990917,999999999990977,60,4,4,128,10000,4,13,103,1153,17,107,1157,7,2.6.24.60.72.102.116,2.6,2.6.24,2.6.24.60,2.6.24.60.72.102.116,4.18.36,4.18.36.12,4.18.36.12.30.14,25200812,7,True
1000000000000000,999999999990883,999999999990899,999999999990913,14,2,16,128,10000,4,13,73,1123,29,89,1139,8,8.14.18.20.24.42.78.90,8.14,8.14.18,8.14.18.20,8.14.18.20.24.42.78.90,6.4.2,6.4.2.4,6.4.2.4.18.36.12,25200830,8,True
1000000000000000,999999999990869,999999999990877,999999999990883,6,1,8,128,10000,8,29,59,1109,7,67,1117,10,6.22.30.36.40.42.46.64.100.112,6.22,6.22.30,6.22.30.36,6.22.30.36.40.42.46.64,16.8.6,16.8.6.4,16.8.6.4.2.4.18.36,25200852,10,True
1000000000000000,999999999990829,999999999990833,999999999990851,18,1,4,128,10000,4,19,19,1069,23,23,1073,11,18.36.44.50.66.74.80.84.86.90.108,18.36,18.36.44,18.36.44.50,18.36.44.50.66.74.80.84,18.8.6,18.8.6.16,18.8.6.16.8.6.4.2,25200896,11,True
1000000000000000,999999999990799,999999999990821,999999999990829,8,1,22,128,10000,4,19,199,1039,11,11,1061,12,8.12.30.48.56.62.78.86.92.96.98.102,8.12,8.12.30,8.12.30.48,8.12.30.48.56.62.78.86,4.18.18,4.18.18.8,4.18.18.8.6.16.8.6,25200908,12,True
1000000000000000,999999999990721,999999999990727,999999999990767,40,3,6,128,10000,4,1,121,961,7,127,967,8,16.24.40.60.72.94.102.106,16.24,16.24.40,16.24.40.60,16.24.40.60.72.94.102.106,8.16.20,8.16.20.12,8.16.20.12.22.8.4,25201002,8,True
1000000000000000,999999999990697,999999999990709,999999999990721,12,1,12,128,10000,4,7,97,937,19,109,949,8,12.18.34.42.58.78.90.112,12.18,12.18.34,12.18.34.42,12.18.34.42.58.78.90.112,6.16.8,6.16.8.16,6.16.8.16.20.12.22,25201020,8,True
1000000000000000,999999999990671,999999999990679,999999999990697,18,1,8,128,10000,4,11,71,911,19,79,919,9,18.30.42.48.64.72.88.108.120,18.30,18.30.42,18.30.42.48,18.30.42.48.64.72.88.108,12.12.6,12.12.6.16,12.12.6.16.8.16.20.12,25201050,9,True
1000000000000000,999999999990577,999999999990599,999999999990659,60,4,22,128,10000,4,7,187,817,29,209,839,7,20.24.48.60.72.80.98,20.24,20.24.48,20.24.48.60,20.24.48.60.72.80.98,4.24.12,4.24.12.12,4.24.12.12.8.18,25201130,7,True
1000000000000000,999999999990493,999999999990503,999999999990577,74,4,10,128,10000,4,13,103,733,23,113,743,6,18.30.56.74.96.116,18.30,18.30.56,18.30.56.74,18.30.56.74.96.116,12.26.18,12.26.18.22,12.26.18.22.20,25201226,6,True
1000000000000000,999999999990461,999999999990463,999999999990493,30,1,2,128,10000,4,11,71,701,13,73,703,6,30.40.58.70.96.114,30.40,30.40.58,30.40.58.70,30.40.58.70.96.114,10.18.12,10.18.12.26,10.18.12.26.18,25201266,6,True
1000000000000000,999999999990443,999999999990457,999999999990461,4,1,14,128,10000,4,23,53,683,7,67,697,7,4.6.36.46.64.76.102,4.6,4.6.36,4.6.36.46,4.6.36.46.64.76.102,2.30.10,2.30.10.18,2.30.10.18.12.26,25201272,7,True
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,6,1,16,128,10000,4,7,157,2047,23,173,2063,7,6.20.24.26.48.74.96,6.20,6.20.24,6.20.24.26,6.20.24.26.48.74.96,14.4.2,14.4.2.22,14.4.2.22.26.22,2000000018,7,True
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,86,1,4,128,10000,4,7,67,1957,11,71,1961,4,86.102.108.122,86.102,86.102.108,86.102.108.122,86.102.108.122,16.6.14,16.6.14,16.6.14,2000000120,4,True
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,30,2,4,128,10000,8,19,19,1909,23,23,1913,4,24.30.44.48,24.30,24.30.44,24.30.44.48,24.30.44.48,6.14.4,6.14.4,6.14.4,2000000168,4,True
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,62,4,18,128,10000,4,29,149,1829,17,167,1847,8,6.20.44.62.66.90.96.110,6.20,6.20.44,6.20.44.62,6.20.44.62.66.90.96.110,14.24.18,14.24.18.4,14.24.18.4.24.6.14,2000000234,8,True
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,10,1,18,128,10000,4,19,109,1789,7,127,1807,8,10.22.40.46.60.84.102.106,10.22,10.22.40,10.22.40.46,10.22.40.46.60.84.102.106,12.18.6,12.18.6.14,12.18.6.14.24.18.4,2000000274,8,True
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,68,6,4,128,10000,4,7,37,1717,11,41,1721,9,2.18.26.30.32.68.86.96.108,2.18,2.18.26,2.18.26.30,2.18.26.30.32.68.86.96,16.8.4,16.8.4.2,16.8.4.2.36.18.10.12,2000000360,9,True
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,14,1,4,128,10000,8,13,13,1693,17,17,1697,11,14.20.24.26.42.50.54.56.92.110.120,14.20,14.20.24,14.20.24.26,14.20.24.26.42.50.54.56,6.4.2,6.4.2.16,6.4.2.16.8.4.2.36,2000000384,11,True
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,2,1,30,128,10000,8,29,179,1649,29,209,1679,11,2.14.18.32.38.42.44.60.68.72.74,2.14,2.14.18,2.14.18.32,2.14.18.32.38.42.44.60,12.4.14,12.4.14.6,12.4.14.6.4.2.16.8,2000000402,11,True
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,28,4,2,128,10000,4,29,149,1619,1,151,1621,14,6.12.22.28.58.60.72.76.90.96.100.102.118.126,6.12,6.12.22,6.12.22.28,6.12.22.28.58.60.72.76,6.10.6,6.10.6.30,6.10.6.30.2.12.4.14,2000000460,14,True
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,12,1,4,128,10000,4,7,97,1567,11,101,1571,11,12.38.48.50.56.62.72.78.108.110.122,12.38,12.38.48,12.38.48.50,12.38.48.50.56.62.72.78,26.10.2,26.10.2.6,26.10.2.6.6.10.6.30,2000000510,11,True
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,12,1,12,128,10000,4,29,29,1499,11,41,1511,9,12.32.56.60.72.98.108.110.116,12.32,12.32.56,12.32.56.60,12.32.56.60.72.98.108.110,20.24.4,20.24.4.12,20.24.4.12.26.10.2.6,2000000570,9,True
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,4,1,8,128,10000,4,29,179,1439,7,187,1447,7,4.42.52.64.76.96.120,4.42,4.42.52,4.42.52.64,4.42.52.64.76.96.120,38.10.12,38.10.12.12,38.10.12.12.20.24,2000000634,7,True
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,16,1,12,128,10000,4,1,151,1411,13,163,1423,7,16.24.28.66.76.88.100,16.24,16.24.28,16.24.28.66,16.24.28.66.76.88.100,8.4.38,8.4.38.10,8.4.38.10.12.12,2000000658,7,True
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,102,4,20,128,10000,4,11,191,1241,1,1,1261,4,16.42.66.102,16.42,16.42.66,16.42.66.102,16.42.66.102,26.24.36,26.24.36,26.24.36,2000000820,4,True
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,14,1,22,128,10000,4,1,151,1201,23,173,1223,6,14.18.38.54.80.104,14.18,14.18.38,14.18.38.54,14.18.38.54.80.104,4.20.16,4.20.16.26,4.20.16.26.24,2000000858,6,True
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,12,2,30,128,10000,4,19,109,1159,19,139,1189,7,4.12.34.48.52.72.88,4.12,4.12.34,4.12.34.48,4.12.34.48.52.72.88,8.22.14,8.22.14.4,8.22.14.4.20.16,2000000892,7,True
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,2,1,4,128,10000,4,13,103,1153,17,107,1157,9,2.32.36.44.66.80.84.104.120,2.32,2.32.36,2.32.36.44,2.32.36.44.66.80.84.104,30.4.8,30.4.8.22,30.4.8.22.14.4.20.16,2000000924,9,True
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,44,3,6,128,10000,8,23,53,1103,29,59,1109,9,14.30.44.48.50.80.84.92.114,14.30,14.30.44,14.30.44.48,14.30.44.48.50.80.84.92,16.14.4,16.14.4.2,16.14.4.2.30.4.8.22,2000000972,9,True
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,30,1,4,128,10000,4,19,19,1069,23,23,1073,9,30.36.50.66.80.84.86.116.120,30.36,30.36.50,30.36.50.66,30.36.50.66.80.84.86.116,6.14.16,6.14.16.14,6.14.16.14.4.2.30.4,2000001008,9,True
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,42,2,8,128,10000,4,29,179,1019,7,187,1027,7,10.42.46.76.82.96.112,10.42,10.42.46,10.42.46.76,10.42.46.76.82.96.112,32.4.30,32.4.30.6,32.4.30.6.14.16,2000001054,7,True
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,54,2,6,128,10000,8,17,107,947,23,113,953,8,50.54.56.66.74.84.116.120,50.54,50.54.56,50.54.56.66,50.54.56.66.74.84.116.120,4.2.10,4.2.10.8,4.2.10.8.10.32.4,2000001128,8,True
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,76,3,32,128,10000,4,29,209,839,1,31,871,4,28.66.76.82,28.66,28.66.76,28.66.76.82,28.66.76.82,38.10.6,38.10.6,38.10.6,2000001210,4,True
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,66,4,24,128,10000,8,13,103,733,7,127,757,5,10.40.54.66.82,10.40,10.40.54,10.40.54.66,10.40.54.66.82,30.14.12,30.14.12.16,30.14.12.16,2000001324,5,True
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,42,3,28,128,10000,4,1,31,661,29,59,689,6,20.30.42.44.68.78,20.30,20.30.42,20.30.42.44,20.30.42.44.68.78,10.12.2,10.12.2.24,10.12.2.24.10,2000001392,6,True
1000000000000000000,999999999999998539,999999999999998567,999999999999998581,14,1,28,128,10000,4,19,199,619,17,17,647,6,14.42.62.72.84.86,14.42,14.42.62,14.42.62.72,14.42.62.72.84.86,28.20.10,28.20.10.12,28.20.10.12.2,2000001434,6,True
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,92,8,4,128,10000,4,13,103,523,17,107,527,9,2.6.14.24.50.74.90.92.120,2.6,2.6.14,2.6.14.24,2.6.14.24.50.74.90.92,4.8.10,4.8.10.26,4.8.10.26.24.16.2.28,2000001554,9,True
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,92,5,30,128,10000,4,11,191,401,11,11,431,7,18.26.68.72.92.96.98,18.26,18.26.68,18.26.68.72,18.26.68.72.92.96.98,8.42.4,8.42.4.20,8.42.4.20.4.2,2000001650,7,True
1000000000000000000,999999999999998273,999999999999998279,999999999999998321,42,1,6,128,10000,4,23,143,353,29,149,359,4,42.72.90.98,42.72,42.72.90,42.72.90.98,42.72.90.98,30.18.8,30.18.8,30.18.8,2000001722,4,True
1000000000000000000,999999999999998237,999999999999998267,999999999999998269,2,1,30,128,10000,4,17,107,317,17,137,347,5,2.6.12.54.84,2.6,2.6.12,2.6.12.54,2.6.12.54.84,4.6.42,4.6.42.30,4.6.42.30,2000001734,5,True
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,38,2,18,128,10000,4,11,41,251,29,59,269,7,30.38.48.78.80.84.90,30.38,30.38.48,30.38.48.78,30.38.48.78.80.84.90,8.10.30,8.10.30.2,8.10.30.2.4.6,2000001812,7,True
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,8,2,16,128,10000,8,13,13,223,29,29,239,9,2.8.12.30.60.68.78.108.110,2.8,2.8.12,2.8.12.30,2.8.12.30.60.68.78.108,6.4.18,6.4.18.30,6.4.18.30.8.10.30.2,2000001842,9,True
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,114,7,2,128,10000,8,17,107,107,19,109,109,7,4.22.48.60.64.102.114,4.22,4.22.48,4.22.48.60,4.22.48.60.64.102.114,18.26.12,18.26.12.4,18.26.12.4.38.12,2000001972,7,True
1000000000000000000,999999999999997961,999999999999997963,999999999999997993,30,1,2,128,10000,4,11,41,41,13,43,43,9,30.36.58.64.66.70.88.114.126,30.36,30.36.58,30.36.58.64,30.36.58.64.66.70.88.114,6.22.6,6.22.6.2,6.22.6.2.4.18.26.12,2000002038,9,True
1000000000000000000,999999999999997901,999999999999997939,999999999999997943,4,1,38,128,10000,4,11,191,2291,19,19,19,9,4.12.22.24.54.60.82.88.90,4.12,4.12.22,4.12.22.24,4.12.22.24.54.60.82.88,8.10.2,8.10.2.30,8.10.2.30.6.22.6.2,2000002062,9,True
1000000000000000000,999999999999997883,999999999999997897,999999999999997901,4,1,14,128,10000,4,23,173,2273,7,187,2287,8,4.42.46.54.64.66.96.102,4.42,4.42.46,4.42.46.54,4.42.46.54.64.66.96.102,38.4.8,38.4.8.10,38.4.8.10.2.30.6,2000002104,8,True
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,12,2,2,128,10000,4,17,107,2207,19,109,2209,8,4.12.18.64.78.82.120.124,4.12,4.12.18,4.12.18.64,4.12.18.64.78.82.120.124,8.6.46,8.6.46.14,8.6.46.14.4.38.4,2000002182,8,True
1000000000000000000,999999999999997751,999999999999997781,999999999999997817,36,1,30,128,10000,4,11,41,2141,11,71,2171,5,36.38.42.50.56,36.38,36.38.42,36.38.42.50,36.38.42.50.56,2.4.8,2.4.8.6,2.4.8.6,2000002220,5,True
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,88,6,12,128,10000,4,1,151,2041,13,163,2053,6,34.46.64.76.84.88,34.46,34.46.64,34.46.64.76,34.46.64.76.84.88,12.18.12,12.18.12.8,12.18.12.8.4,2000002338,6,True
1000000000000000000,999999999999997589,999999999999997603,999999999999997651,48,1,14,128,10000,4,29,89,1979,13,103,1993,4,48.60.94.106,48.60,48.60.94,48.60.94.106,48.60.94.106,12.34.12,12.34.12,12.34.12,2000002398,4,True
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,66,3,24,128,10000,4,29,209,1889,23,23,1913,4,24.38.66.80,24.38,24.38.66,24.38.66.80,24.38.66.80,14.28.14,14.28.14,14.28.14,2000002478,4,True
1000000000000000000,999999999999997457,999999999999997463,999999999999997471,8,1,6,128,10000,4,17,167,1847,23,173,1853,5,8.36.60.84.98,8.36,8.36.60,8.36.60.84,8.36.60.84.98,28.24.24,28.24.24.14,28.24.24.14,2000002538,5,True
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,84,5,30,128,10000,4,23,23,1703,23,53,1733,6,8.20.36.48.84.90,8.20,8.20.36,8.20.36.48,8.20.36.48.84.90,12.16.12,12.16.12.36,12.16.12.36.6,2000002658,6,True
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,94,3,12,128,10000,4,7,127,1597,19,139,1609,3,40.84.94,40.84,40.84.94,40.84.94,40.84.94,44.10,44.10,44.10,2000002782,3,True
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,20,2,36,128,10000,4,23,53,1523,29,89,1559,5,12.20.38.50.90,12.20,12.20.38,12.20.38.50,12.20.38.50.90,8.18.12,8.18.12.40,8.18.12.40,2000002832,5,True
1000000000000000000,999999999999997121,999999999999997123,999999999999997133,10,1,2,128,10000,4,11,41,1511,13,43,1513,6,10.46.58.66.84.96,10.46,10.46.58,10.46.58.66,10.46.58.66.84.96,36.12.8,36.12.8.18,36.12.8.18.12,2000002878,6,True
1000000000000000000,999999999999997057,999999999999997069,999999999999997079,10,1,12,128,10000,4,7,187,1447,19,199,1459,6,10.52.54.64.100.112,10.52,10.52.54,10.52.54.64,10.52.54.64.100.112,42.2.10,42.2.10.36,42.2.10.36.12,2000002932,6,True
1000000000000000000,999999999999997033,999999999999997049,999999999999997057,8,1,16,128,10000,4,13,163,1423,29,179,1439,6,8.20.30.72.74.84,8.20,8.20.30,8.20.30.72,8.20.30.72.74.84,12.10.42,12.10.42.2,12.10.42.2.10,2000002952,6,True
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,40,2,6,128,10000,4,7,97,1357,13,103,1363,8,4.40.46.60.76.84.96.106,4.40,4.40.46,4.40.46.60,4.40.46.60.76.84.96.106,36.6.14,36.6.14.16,36.6.14.16.8.12.10,2000003028,8,True
1000000000000000000,999999999999996917,999999999999996929,999999999999996967,38,1,12,128,10000,4,17,47,1307,29,59,1319,6,38.44.48.84.90.104,38.44,38.44.48,38.44.48.84,38.44.48.84.90.104,6.4.36,6.4.36.6,6.4.36.6.14,2000003072,6,True
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,30,3,6,128,10000,4,11,11,1271,17,17,1277,7,14.26.30.42.80.86.90,14.26,14.26.30,14.26.30.42,14.26.30.42.80.86.90,12.4.12,12.4.12.38,12.4.12.38.6.4,2000003114,7,True
1000000000000000000,999999999999996847,999999999999996851,999999999999996871,20,1,4,128,10000,4,7,187,1237,11,191,1241,9,20.30.36.50.62.66.78.116.122,20.30,20.30.36,20.30.36.50,20.30.36.50.62.66.78.116,10.6.14,10.6.14.12,10.6.14.12.4.12.38.6,2000003150,9,True
